,,EP_TTM,EP_LYR,BP_LF,BP_LYR,NCF_TTM,OCF_TTM,SP_TTM,SP_LYR,FCFP_LYR,PEG_TTM,EV/EBITDA,DYR,sales_gr_TTM,net_asset_gr_TTM,gross_margin_gr_TTM,net_profit_gr_TTM,total_asset_gr_TTM,net_cash_flow_gr_TTM,invest_cash_flow_gr_TTM,finance_cash_folw_gr_TTM,operate_cash_flow_gr_TTM,operete_profit_gr_TTM,CUR,QR,BOOK_LEVEL,DEBT_TO_ASSETS,CASH_FLOW_LIABILITY,DEBT_TO_EQUITY,REV_5D,REV_10D,REV_3M,REV_6M,REV_1Y,REV_3Y,REV_LAST1M_MAX,LN_HIGH-LOW,RVI,RSTR12,CYF,CRY,CR20,RSI,DEA,MACD,K,D,J,INDUSTRY_SW,CAP
2021-01-29,000425.SZ,0.07227596900678167,0.08622779270484313,0.7250729925650831,,0.0866555426148673,0.06513517432548228,1.6010244086807903,1.409339494547776,0.09630563400532599,-0.9473305483260931,7.0316492328944795,1.1194029850746265,25.4822,-0.2875,-1.4391,-14.6051,27.2573,-5.1671,-29.4859,228.0824,-39.0841,-7.3565,1.5934,1.3133,0.3272,62.5888,6.1758,1.6973,0.95543672,0.9023569,1.08282828,0.82716049,0.94939271,1.19582219,0.05366726,0.1622347982272174,-0.38461538,40.051719746962256,59.09624327545307,7.2405136117572e+24,0.97496318,30.55655316012703,0.03688121258920864,-0.10447797901183623,17.332377798030645,23.554919273495262,4.887294847101408,机械设备,37493400480.079994
2021-01-29,000538.SZ,0.028817137965631685,0.024630979738925758,0.22447345416486889,0.22402787381301095,-0.02641987263344483,0.032051008439049525,0.1880976381971756,0.17464568897214008,0.023293990372260764,1.8275624170241518,23.368003874197306,2.256148003309017,11.5919,1.9053,-4.7488,18.9879,5.5087,-165.2818,-142.6994,55.0175,663.0051,21.8252,4.0675,3.004,0.0539,26.1866,46.9992,0.3582,0.95834234,0.99962412,1.30094903,1.17257496,1.55970491,1.40725333,0.10003201,0.27638151174376185,0.06359649,53.24052427517564,60.65477071528289,8.096224520954542e+24,1.69505335,44.70477413395698,5.881140809941708,-2.9789374090817287,32.49229082062742,37.5492323559304,22.378407750021452,医药生物,80070140272.29
2021-01-29,000568.SZ,0.015000213435348944,0.012297743605886239,0.05799578655336415,0.0611308434728237,-0.0007652641090665767,0.011375320319041229,0.042226284480150415,0.041902858518113394,0.008405784060323598,2.716581218592001,45.63941869410835,0.6169965075669384,4.3849,17.952,2.3437,24.5403,17.5387,-114.719,0.0899,-910.0183,-20.1992,23.7309,3.2724,2.5802,0.1852,29.8364,81.2948,0.4275,1.0778368,1.05831622,1.40543194,2.1953977,2.88050526,4.11071255,0.10000418,0.20723688653446734,0.28615623,59.54134118409557,54.4252116812193,7.77047393955507e+24,1.2868063,60.13097651287303,9.696446986986414,-1.6021195471623138,71.85208797472443,64.17689396424447,87.20247599568432,食品饮料,377351799223.5
2021-01-29,000596.SZ,0.01541033641919426,0.017069946710406386,0.07915461599507881,0.0817335513298513,0.011816983885078678,0.004320822416877173,0.08368844500994478,0.08477455422783825,0.008679432511716462,-4.470898155583196,40.00881997154536,0.6147540983606558,1.5462,13.253,-0.003,-14.5142,12.9413,61.0922,227.1001,0.2347,-53.6217,-14.667,2.4643,1.8305,0.0186,32.3647,11.3917,0.4985,1.04725525,1.03389831,1.08454085,1.16079924,1.67546374,3.8428478,0.10000429,0.3084614477975064,-0.49968294,46.8201815636793,45.81773723990916,7.767400874614542e+24,0.68625118,47.95140760280483,-2.798519871699857,-0.42816204561477456,61.594894422136115,54.29088486562094,76.20291353516646,食品饮料,93598400000.0
2021-01-29,000625.SZ,0.037860442478323444,-0.02862402840627761,0.5792590303100109,0.5776263677547392,0.11739148931406244,0.07725483236891176,0.8794835823069245,0.7634811363953664,0.1272085146482228,0.12432983702232356,8.115460182897978,,32.0967,9.1955,14.8456,212.4413,19.9128,301.2889,156.4647,512.4015,778.0597,191.9919,1.1515,1.063,0.1928,57.4013,13.0297,1.3448,0.85600794,0.85771144,0.93391116,1.58601656,1.58020165,1.44445632,0.07382868,0.38900217857260233,-0.28181818,27.512227611355712,75.76769992442988,7.882278297924671e+24,0.45832488,16.05386884275897,-0.5608135048608859,-0.46395475708359,11.924016983418012,13.73355522395262,8.304940502348792,汽车,67247093405.56
2021-01-29,000651.SZ,0.04806187408930839,0.07291906664262279,0.3213318877255519,0.3401095137637387,-0.058597708970494156,-0.005326390247644405,0.49899860637841853,0.5850647302544899,0.04818519790638164,-0.5195899728709498,8.26586045822083,3.8798287823706126,-17.3428,13.85,-26.9905,-40.0441,-6.0358,-349.1664,122.9116,-24.1275,-104.0451,-39.8749,1.3319,1.1982,0.0288,57.5746,-1.1674,1.3759,0.93475012,0.88801262,0.91004867,1.00529563,0.85283989,1.39133839,0.03751987,0.17819710012674714,-0.48691099,27.667096723206225,45.55866026047437,7.907905496997268e+24,0.68907563,16.107289846586703,-0.6379758887530498,-1.2344143201828306,7.63590028484145,11.83988526564176,-0.7720696767591697,家用电器,336105867354.2
2021-01-29,000656.SZ,0.16523871994579112,0.15294178127853922,0.7947208139139958,0.9949080207808528,0.03948879258615032,0.2372676059608739,1.9480930652623945,1.8262328961391499,0.342274457892891,0.381067690863386,7.132392750681509,6.465140742662136,25.6349,28.2263,-17.0489,15.8813,31.6013,59.8208,-17.8449,-72.4859,250.6248,12.689,1.3795,0.3507,1.1858,83.6694,3.5728,10.1696,0.96527778,0.97475456,0.88761175,0.76457646,0.95185027,1.64304306,0.04552352,0.19605174960585667,0.52173913,43.92308299909372,40.10044556283569,7.88344974777534e+24,0.95546559,40.70073571617942,-0.041965667522062794,-0.040229874376063124,18.689987931652563,28.489737133362507,-0.9095104717673266,房地产,36678353991.700005
2021-01-29,000661.SZ,0.015188508684329272,0.009647106932157156,0.055117271696733056,0.05940959384538843,0.009898603356849363,0.011103539460170425,0.0452667619915607,0.04007578367794819,0.0020810806663513932,1.2707483036016507,45.07540998498079,0.10998196295807489,24.7017,58.1237,-0.036,51.8114,44.9655,69.8686,-200.3471,544.2004,-5.3753,48.2859,2.8427,2.3523,0.0777,29.7462,52.4927,0.47,0.97349036,0.95915439,1.23538043,0.91108038,1.77468058,5.00893135,0.06836621,0.1728783271757911,-0.31008403,47.07447546310494,56.707900241512334,7.835307586666025e+24,1.11330002,39.69376992752862,13.336880256829229,-10.449706681081743,43.373526443295454,47.457506547140724,35.20556623560492,医药生物,164010121431.24
2021-01-29,000703.SZ,0.08456811167246503,0.06693940308263116,0.5246047629134066,0.5019727660226874,0.06418192190265866,0.012267857584045826,1.6463698283319428,1.6648458573433373,-0.12543731742056213,0.10526904930834453,10.324288593377583,2.3767910477902707,-8.7883,12.6914,128.478,112.3292,27.622,180.3987,45.0697,9.3441,-72.0346,101.2055,0.6671,0.3919,0.6219,67.8632,1.2525,2.6464,0.88729508,1.0030888,1.06127451,1.16502242,1.20074997,1.17018794,0.08030888,0.19485883747562757,0.12765957,44.142038146586785,62.33922946590738,7.795115648266355e+24,1.07348066,33.488828875401275,0.32480137848381896,-0.21005399775162137,32.07305667828223,49.33650617059734,-2.453842306347994,化工,43886115849.24
2021-01-29,000708.SZ,0.04308222006290329,0.03825203427797354,0.1894502384533164,0.2013283951881971,-0.006138604550263103,0.039825578085766575,0.5016238884679283,0.5157100714521105,0.0246743421234042,0.7896629426754314,13.300638716062384,2.1083702299794496,17.3604,8.4989,7.8971,29.3941,14.1974,52.6352,37.128,16.3045,-14.1578,30.8767,0.7739,0.5863,0.334,65.7426,13.2456,1.9215,1.02310231,1.03563474,1.6460177,1.43814433,2.09604339,4.69716697,0.09058403,0.30765023068883035,0.425,67.37523337245133,32.345711519813676,7.854697599313694e+24,1.72026903,64.13605699011622,1.4883050260000563,-0.04095314004971673,71.46051246180626,75.48291844315874,63.41570049910129,钢铁,35130456557.1
2021-01-29,000725.SZ,0.01182140898727236,0.008921679857050316,0.40351115847795926,0.48023620448718746,0.06115686997037971,0.15356416605974058,0.6139177417188895,0.5396762387404378,-0.0034420484295347486,0.44041026008050976,9.739263206499905,0.32362459546925576,16.459,16.5353,-3.7188,192.0761,11.9504,426.4787,11.7304,19.5682,38.1006,27.5073,1.2797,1.1015,0.7708,57.7198,36.1835,2.0732,0.86676017,0.90882353,1.20939335,1.29559748,1.24615628,1.09713009,0.08920188,0.26089671700912004,-0.5,43.27757471369362,80.67627088596325,7.497826331671227e+24,1.10371075,30.48280313539258,0.30867359673919126,-0.1872977150702957,29.550012039306605,42.41331202629517,3.823412065329464,电子,207258287123.51996
2021-01-29,000728.SZ,0.03677224463115045,0.0259646091663788,0.8682555931045547,0.8762990953677061,0.11322775821616522,0.019560941637590482,0.12736584138051352,0.09083475541470602,,1.1191212962879162,,1.4335004985999367,42.0253,1.1153,,24.2998,11.1291,7.4466,-178.2567,776.6654,-84.1881,24.2742,,,,71.9904,,2.5715,0.96415771,0.94607268,0.91704545,0.85567246,1.01179425,0.88214679,0.0419092,0.1351024848565638,-0.13333333,32.53330405354227,50.92153360313271,7.429907962062081e+24,0.5421436,21.857258861939595,-0.10050033007301325,-0.12232571746031237,12.444012478098925,14.195350235946298,8.941336962404176,非银金融,34630703884.35
2021-01-29,000768.SZ,0.007906328060376956,0.006602263891398195,0.1940215532422889,0.1776440417009824,-0.0038928492299065576,-0.006805652739389635,0.4407174818222098,0.39807517519943303,0.14003924238244153,130.11106332748128,35.30218879737255,0.38560411311053977,15.9794,2.2325,-5.2218,0.9721,5.7911,54.1888,79.1283,-44.8474,-197.4754,1.9363,1.257,0.6986,0.0307,68.643,-1.6176,2.1992,0.87711387,0.90994152,1.23247525,1.23101266,1.84906344,1.87814855,0.05370774,0.3352283958638032,-0.46105919,36.70752362857142,64.19952746097084,7.703004756392772e+24,0.71864407,25.01342449117733,0.6198233837460604,-1.5864479969716736,16.202970387736574,21.137009529738823,6.334892103732081,国防军工,86160036219.52
2021-01-29,000776.SZ,0.08320492454927585,0.062332614778081094,0.7950060407739924,0.8116155998321555,0.17295638227534227,0.19996420164826348,0.22211700229002043,0.1885945611351804,0.14440672661127765,0.17498281115762468,,2.2054190296156273,26.3119,5.1756,,68.684,12.8947,7.4841,23.6238,173.6155,-18.6119,55.3564,,,,77.0553,,3.467,0.94239905,0.94351962,0.9894015,1.00954198,1.04718425,1.01745404,0.05693069,0.13965102229296403,-0.62318841,38.08343995390348,60.43988318055744,7.141678338517032e+24,1.0532646,24.749525858267504,0.13219021337925718,-0.21358793341520554,14.619178407392335,27.616113963016232,-11.374692703855459,非银金融,93939155533.68
2021-01-29,000783.SZ,0.048748656661573186,0.038971561690210925,0.6586148953947564,0.6804099660833782,0.14448039466675192,0.018839867425077456,0.1821388161140082,0.16453523282082985,,0.2103932686569369,,1.9404723863971123,28.5387,4.1245,,97.5002,24.0259,14.5551,-88.2965,-17.0006,155.2371,115.4101,,,,78.321,,3.635,0.9626401,0.93583535,0.94383394,0.87940842,1.07820811,1.03725196,0.03928571,0.16251892949777494,-0.08333333,34.30723492498288,39.655214030886874,7.474775688139711e+24,0.66206897,25.809280986197063,-0.0874069476333939,-0.134665190465879,8.381826712184191,8.519414661967533,8.106650812617506,非银金融,42743988163.11001
2021-01-29,000786.SZ,0.028440022292540668,0.0051047540418410675,0.18303269388538812,0.19286607508752185,0.004592462408043537,0.007836992727968775,0.18031717785892512,0.1541688270588356,0.008597771374436063,0.06926106514847685,21.802234380150445,0.1603128054740958,21.0813,17.1629,-8.7854,507.6693,25.4932,237.3525,1.057,317.6225,-70.7902,7.3755,1.2454,0.9534,0.0438,30.2817,10.4913,0.4539,1.01508236,1.04644026,1.36545649,1.62484117,1.95552437,2.37681806,0.06022053,0.3027486299837009,-0.16393443,71.939980208429,48.024785940080896,7.886308922403748e+24,2.01641138,71.13891260788299,2.863498623434846,-0.23601824480852507,58.49216095640355,61.25136621085013,52.9737504475104,建筑材料,86418326118.3
2021-01-29,000800.SZ,0.05922330634467488,0.0010521769119910338,0.4896309426195061,0.4897099469588386,0.2298967052610081,0.32629879575029763,2.155456901079273,0.5515964844412652,0.11681623134028976,0.014130161101176628,7.1977519418693605,,354.5259,217.4721,-30.6707,1194.9789,329.3407,5887.3075,-367.5297,174.7281,2262.184,2065.0398,1.2015,1.0851,0.2166,72.2726,27.884,2.6065,0.98018018,0.95438596,0.81133482,0.79242535,1.06771344,1.01711182,0.04388422,0.10021911615740776,-0.65384615,40.547169250456854,70.91273851514423,8.186233713953466e+24,0.70553936,39.42688918549212,-0.22840602836152954,0.005802736429263156,41.62653197614937,39.74029787497859,45.39900017849094,汽车,8317937463.68
2021-01-29,000858.SZ,0.017170356167121988,0.01539890038065917,0.07105321076249714,0.07583986223655242,0.0007854277834531881,0.009613577678519768,0.049119251075844715,0.04434872072439122,0.01379125859924929,3.2031630252850305,39.818621467982645,0.7556502026516455,15.9304,15.6477,1.2624,18.182,7.7856,-94.384,7.4699,-17.4221,-55.8935,17.1335,5.0479,4.3075,0.0031,17.9108,61.5588,0.223,0.98504534,1.0119569,1.12231602,1.33869781,2.14495933,3.82858109,0.07357826,0.19954585083675938,0.17924528,48.41137031119363,42.52174409605628,8.047742035610248e+24,0.91795926,45.198358098021,4.210470115759227,-3.93462475734999,44.07754220617594,47.58752680581918,37.05757300688947,食品饮料,1105105214647.8
2021-01-29,000860.SZ,0.01178985363066542,0.016504511690297635,0.1581659211460127,0.15789017371752392,0.004559586876493749,0.014144298173199142,0.3315808986323797,0.3038935045918511,0.03098736516918117,-2.602606791317536,39.84663753155966,0.22692889561270801,16.6856,6.4049,-17.1934,-32.5899,-4.0758,-87.8364,30.1879,-45.7158,-68.9584,-26.7911,1.7186,0.9078,0.3817,60.1999,7.8707,1.5197,0.94320776,0.99189676,1.22158566,1.05037343,1.22163798,4.51994711,0.03956405,0.18670470162235034,-0.24456522,41.03454331418143,51.75753522454923,8.03350283299818e+24,0.64212281,30.62788576721663,0.4267648827176669,-1.1879692765136918,37.899760720805105,47.862723770520596,17.973834621374124,食品饮料,49030797972.899994
2021-01-29,000876.SZ,0.07402562929578738,0.05290400392782562,0.3802250870900729,0.41809415204143324,0.049056591062457404,0.04778220251826517,1.0484374080831123,0.8609286519172535,-0.2816628452290564,0.14881324517821332,12.272247857972939,0.6521855574279374,32.9326,51.9728,33.3625,90.7771,82.1168,463.4177,-442.5194,947.4229,32.0633,80.5812,0.8897,0.3997,0.5495,58.1883,12.3478,1.6658,0.97062873,0.93212869,0.76326236,0.56748055,1.0683457,2.92741009,0.1,0.26357868307590493,-0.59663866,38.15922701092738,54.132632391890944,8.171756309233103e+24,0.87263442,33.25060700519056,-0.48954324534510646,-0.16961090775983367,28.077816734302733,28.664705668914717,26.904038865078768,农林牧渔,91464441969.59999
2021-01-29,000895.SZ,0.039512559259832866,0.03339965965142064,0.13787086019658948,0.1459606698932005,0.03175246296162721,0.04823249123199679,0.4549500979126607,0.37044281666772405,0.029411600292322485,1.1604251676868267,17.542819217920645,3.400807553427876,36.6071,62.3687,-12.6689,21.8096,39.6956,395.6886,-464.0879,174.599,84.8198,23.1656,2.1524,1.6029,0.021,32.2793,68.6474,0.4852,0.96271256,0.91225005,0.9510122,0.86857958,1.61075808,2.04116874,0.09997917,0.1881588590311323,0.00515464,41.01201289398458,60.54001338924698,8.057936208509797e+24,0.968,33.634083520207575,0.1803538609483315,-0.9501111220147216,20.275552329647798,22.705444427220886,15.415768134501626,食品饮料,63128489525.090004
2021-01-29,000938.SZ,0.032230167143337346,0.03131817549803749,0.49499768746383527,0.5053464765571986,0.059991701892430804,0.11619561857341332,0.9769853065345236,0.9191071994347798,0.03507214723774476,2.5242305786526087,11.592054572410449,0.5206164099020493,10.9387,5.578,-2.7825,12.2916,13.326,67.7567,-190.2427,-982.4311,649.4044,25.6486,1.5836,1.1828,0.0451,41.8877,29.7424,0.8419,0.86945501,0.89439374,0.88137045,0.63982792,0.82948136,0.79252834,0.09990109,0.23466383900453883,-0.51351351,37.198014392324765,61.79669340983449,7.726918075406674e+24,0.99796156,23.042863874755426,0.4354110677437051,-0.7049533592542634,14.636174967155773,30.579386142426003,-17.25024738338469,计算机,58860443806.92
2021-01-29,000963.SZ,0.06483117972571444,0.060965922017918873,0.3084256153248036,0.31684083759143117,0.020594028168624604,0.06489626100276367,0.7220828010876689,0.7681793419153016,0.04352773280756443,1.4744653476791956,11.42924571641381,1.061812665908229,-5.0392,22.0374,8.165,10.4612,8.4828,239.1938,-26.7239,-349.1868,94.8122,6.6473,1.7035,1.2806,0.0243,39.3719,32.358,0.6756,0.89816076,0.96948529,0.78975741,0.91498959,1.24572958,0.91021539,0.06834397,0.13507698798630338,0.64285714,40.20425310834441,54.03911538772852,8.079459165174773e+24,0.96660808,34.562610525217245,-0.22936960922766852,-0.20112173832795388,19.452641263954565,31.76462169012224,-5.171319588380783,医药生物,46141218745.11
2021-01-29,000977.SZ,0.02755212742186273,0.02461948793680197,0.31025430058296805,0.3829738602185309,0.107269215782296,-0.023279678657572092,1.5620272383201126,1.3692393985835831,-0.025713558240453405,1.080344984214009,15.186797236878558,0.2674110743960794,14.2534,43.1564,8.7506,33.5956,55.8594,142.2243,-180.6539,205.5349,-115.173,23.3752,1.4902,0.9297,0.0277,63.8479,-3.5969,1.8105,0.88717949,0.86789298,0.89052848,0.68632637,0.79841185,1.41817293,0.10018832,0.23613989802312504,-0.46428571,34.332204651117536,71.92766726665756,7.929330064092012e+24,0.87058824,20.00334028245778,0.29427839477724593,-0.9622897106437558,13.206662700137862,25.003238294189718,-10.386488487965849,计算机,37692486429.299995
2021-01-29,001979.SZ,0.14022109331361687,0.17119817260138512,0.7604277014212295,1.0824069766111764,0.042984781333798364,0.15983498347434252,1.3053266266212649,1.0429187047162496,0.03892836156862231,1.2777429780875673,5.895916020741712,6.85797817444276,52.7322,14.6328,-20.009,5.5814,33.777,-76.6175,85.6736,-1060.886,-41.0673,11.2061,1.4381,0.4967,0.4123,68.0027,3.8665,5.4956,0.92271663,0.89409985,0.81573499,0.68921283,0.66183465,0.67251535,0.0255447,0.15849222065539534,-0.52380952,24.514616501687748,15.45581855925876,7.845027117723729e+24,0.53018737,14.01152965632623,-0.21963825489239924,-0.21618037149384717,7.064603469095785,17.28937461661369,-13.384938825940022,房地产,93634079460.78
2021-01-29,002001.SZ,0.04259614453414692,0.027167877913688597,0.23410014830849507,0.2422397340884357,0.02275838454919049,0.039390503339512176,0.11686866808266273,0.09547375576262868,0.03105352235887983,0.45920227643295314,15.953021965551187,1.3458950201884252,20.691,13.9871,22.3641,51.1241,10.9539,97.069,76.6799,-109.5607,39.626,52.3084,1.9853,1.6202,0.2483,37.781,46.7186,0.6093,0.90720391,0.98358486,1.23053991,1.26791809,1.52186881,1.78411835,0.09988352,0.23743420678518115,-0.35294118,46.97915616208137,51.787070102178625,7.853430434390049e+24,1.37261624,32.60290972639494,1.2802654987981346,-0.6605334999538166,30.7972459392321,50.70032352167423,-9.008909225652161,医药生物,78789235534.25
2021-01-29,002007.SZ,0.015301361715192618,0.015296887777093612,0.08296313175188662,0.08972948595542195,0.001916090128276527,0.013898816501125713,0.049274938138450027,0.04409804768387787,0.0034229892892877994,-30.764798090427952,35.84187488076593,0.6690417649321758,8.2436,11.8593,3.451,-2.1243,22.7762,75.9516,14.6449,35.6664,-12.604,-0.9816,4.6079,3.7758,0.0002,16.1635,81.7447,0.2051,0.89474708,0.93229272,0.98967076,0.65540829,1.69850818,3.42827376,0.06151253,0.25579290825847245,-0.13173653,43.03773851746192,66.63820104532658,7.827626162114475e+24,1.23479805,30.65223991517623,1.2042037393846887,-1.1942474996830734,17.562389858025234,28.83625840054778,-4.985347227019858,医药生物,72064709404.38
